seller,seller return rate,seller rating,Number of units sold,Number of Units Returned,brand,product type,listing price
13683,1,0.16,2,2,christian louboutin,mules,837
12554,1,0.26,3,3,tory burch,flat sandals,160
12482,1,0.15,3,3,akris,skirt,1393
60,1,0.17,2,2,elisamama,girl dress,53
609,1,0.16,1,1,kobi halperin,dresses,279
8478,1,0.42,1,1,michael kors,knits (rtw),90
6425,1,0.1,1,1,hudson jeans,skirt,137
446,1,0.09,1,1,tanya taylor,dresses,382
3264,1,0.05,3,3,loewe,sneakers,483
2388,1,0.01,1,1,staud,pants,245
8270,1,0.3,1,1,kay unger,gown,230
7885,1,0.03,2,2,tory burch,ballet flats,244
1236,1,0.13,1,1,paige,dresses,279
12746,1,0.29,1,1,picnic time,decorative home,17
4820,1,0.03,1,1,nili lotan,outerwear,2097
2125,1,0.15,4,4,mac duggal,gown,251
10332,1,0.12,3,3,ba&sh,dresses,270
1228,1,0.09,1,1,dagne dover,dagne dover handbags,151
8917,1,0.34,1,1,vix by paula hermanny,bathing suit top,83
8385,1,0.07,1,1,kenzo,sweatshirt,228
10069,1,0.22,2,2,snapper rock,swimwear,29
8761,1,0.09,2,2,fendi,fendi belts,385
2776,1,0.09,2,2,oscar de la renta,knits,903
828,1,0.07,1,1,hugo,clothing,55
5925,1,0.25,1,1,lafco,novelty,49
10162,1,0.73,1,1,alice + olivia,skirt,175
4813,1,0.16,5,5,anine bing,knits,125
13702,1,0.06,4,4,anine bing,knits,125
349,1,0.2,4,4,oscar de la renta,tops,1533
7000,1,0.14,2,2,christopher esber,dresses,595
8112,1,0.64,1,1,zwilling j.a. henckels,dropship kitchenware,45
599,1,0.01,3,3,to boot new york,casual lace leather sole,263
683,1,0.24,1,1,dr. martens,boots,53
729,1,0.08,1,1,xirena,dresses,177
742,1,0.09,1,1,year of ours,tops,69
755,1,0.02,1,1,christian louboutin,booties,307
763,1,0.03,1,1,christian louboutin,booties,307
771,1,0.21,1,1,ralph lauren,decorative home,1358
793,1,0.29,1,1,staud,staud (handbags),277
8293,1,0.75,1,1,eton,contemporary fit dress shirts,200
6682,1,0.06,2,2,n:philanthropy,dresses,104
2914,1,0,1,1,moncler,outerwear,1327
8160,1,0.76,1,1,weekend max mara,outerwear,805
6620,1,0.19,1,1,mother,blouse,172
851,1,0.12,3,3,mother,crop,188
2943,1,0.18,2,2,mother,crop,188
10705,1,0.53,1,1,agua by agua bendita,dresses,357
2648,1,0.3,1,1,aidan mattox,gown,385
6231,1,0.28,2,2,tod's,tods drivers (shoes),417
10776,1,0.1,2,2,cinq a sept,dresses,487
4219,1,0.18,1,1,christian louboutin,high heel sandals,557
6037,1,0.11,1,1,carolina herrera,dresses,1883
7131,1,0.72,1,1,balmain,knit,385
12194,1,0.21,1,1,amiri,short,539
5027,1,0.26,5,5,sea,dresses,277
11038,1,0.27,2,2,amiri,sweater,833
12711,1,0.17,2,2,markarian,gown,289
2670,1,0.07,10,10,kobi halperin,blouse,243
6399,1,0.27,1,1,max mara,knit,231
9808,1,0.18,8,8,cult gaia,high heel sandals,240
6600,1,0.26,6,6,giorgio armani,suits,333
12210,1,0.27,6,6,sir.,cocktail dress,364
8140,1,0.78,1,1,petite plume,pajamas,261
10762,1,0.28,3,3,staub,dropship kitchenware,348
8269,1,0.15,3,3,toteme,jacket,237
10360,1,0.11,2,2,hunter,weather boots,301
10770,1,0.09,2,2,teri jon by rickie freeman,cocktail dress,352
12878,1,0.22,2,2,ferragamo,ferragamo (belts),210
2444,1,0.08,1,1,nars,foundation & powder,391
2744,1,0.2,1,1,nars,foundation & powder,284
4120,1,0.1,1,1,astr the label,jacket,277
8049,1,0.59,1,1,alexanderwang.t,knit,358
8967,1,0.26,1,1,cinq a sept,dresses,300
12794,1,0.23,3,3,seasons,seasons aromatherapy,20
347,1,0.03,1,1,miles the label,sweaters/cardigans,25
8105,1,0.09,1,1,ml monique lhuillier,cocktail dress,382
8412,1,0.76,1,1,herve leger,skirt,623
12292,1,0.6,1,1,alice + olivia,dresses,207
10967,1,0.15,4,4,ml monique lhuillier,cocktail dress,347
503,1,0.02,2,2,valentino garavani,valentino handbags,1995
11784,1,0.02,2,2,milly,outerwear,298
2356,1,0.26,1,1,versace jeans couture,denim,175
7955,1,0.8,1,1,maison margiela,skirt,683
8820,1,0.57,1,1,gia borghini,flip flops,333
10151,1,0.78,1,1,saks fifth avenue,skirt,209
12209,1,0.08,1,1,teri jon by rickie freeman,gown,588
2973,1,0.23,1,1,galvan,gown,977
5130,1,0.23,2,2,self-portrait,dresses,347
6184,1,0.07,2,2,gucci,slides,483
10611,1,0.22,2,2,gucci,slides,434
673,1,0.06,1,1,gucci,slides,469
2147,1,0.16,1,1,cult gaia,dresses,489
2364,1,0.09,1,1,xirena,dresses,227
10431,1,0.03,1,1,palm angels,tops,329
11823,1,0.23,1,1,akris punto,skirt,627
292,1,0.18,1,1,wacoal,wacoal bikini,20
7912,1,0.63,1,1,nalebe,pumps,525
1145,1,0.14,1,1,ray-ban,ray-ban sunglasses,113
7075,1,0.07,3,3,monrow,knits,111
5146,1,0.05,2,2,cinq a sept,shorts,158
1170,1,0.11,1,1,cinq a sept,shorts,158
4041,1,0.15,1,1,cinq a sept,shorts,158
6997,1,0.37,1,1,cinq a sept,shorts,158
6999,1,0.32,1,1,nars,accessories,18
2652,1,0.08,3,3,rag & bone,booties,333
2034,1,0.15,1,1,self-portrait,dresses,326
5946,1,0.03,1,1,noodle & boo,skincare,34
4640,1,0.03,1,1,zoe,girl dress,131
6228,1,0.12,1,1,reiss,knits (rtw),147
2263,1,0.21,1,1,endless rose,clothing,105
7939,1,0.2,1,1,evarae,long coverup (swimwear),427
12945,1,0.23,2,2,loro piana,knit,1383
6476,1,0.44,1,1,classic prep,dress,74
2146,1,0.01,1,1,vince,dresses,137
6265,1,0.22,1,1,vince,dresses,137
9957,1,0.05,2,2,citizens of humanity,straight,139
5231,1,0.22,1,1,anaya,decorative home,59
10068,1,0.73,1,1,loveshackfancy,cover up bottoms,193
10146,1,0.46,1,1,mac duggal,cocktail dress,279
10279,1,0.52,1,1,mac duggal,cocktail dress,279
10419,1,0.26,1,1,ginger & smart,dresses,319
13734,1,0.07,3,3,coach,slides,67
4193,1,0.27,2,2,joe's jeans,boy bottoms,27
217,1,0.27,1,1,addison bay,dresses,104
1265,1,0.04,1,1,fendi,dresses,1183
2171,1,0.01,1,1,porsche design,porsche design (luggage),35
2190,1,0.27,1,1,porsche design,porsche design (luggage),35
6962,1,0.03,1,1,veronica beard,dresses,489
8962,1,0.14,6,6,lamarque,jacket,473
12644,1,0.12,2,2,milly,long coverup (swimwear),245
62,1,0.13,1,1,versace,knit,718
5193,1,0.14,1,1,balmain,swimwear,154
8118,1,0.18,1,1,valentino garavani,high heel sandals,770
2464,1,0.02,1,1,swims,swim lifestyle,123
10242,1,0.21,1,1,cinq a sept,dresses,557
10694,1,0.64,1,1,alice + olivia,knits,263
10810,1,0.08,2,2,varsity headwear,warm wear,67
13693,1,0.24,2,2,theory,pants,242
7889,1,0.2,1,1,missoni,knit,546
8614,1,0.38,1,1,endless rose,clothing,105
10135,1,0.2,1,1,boglioli,boglioli (rtw),228
6471,1,0.48,1,1,scanlan theodore,outerwear,455
4544,1,0.03,1,1,akris,knit,763
12496,1,0.04,3,3,mac duggal,gown,559
4727,1,0.12,1,1,black halo,cocktail dress,368
4914,1,0.26,2,2,mm6 maison margiela,woven,424
3150,1,0.19,1,1,sam edelman,boots,53
4190,1,0.26,1,1,moutton collet,brooch pin,131
12822,1,0.34,1,1,armani beauty,armanieyes(cosmetics),21
7987,1,0.25,2,2,halston,jacket,382
8076,1,0.26,2,2,kobi halperin,dresses,384
8178,1,0.04,2,2,veronica beard,shorts,244
8219,1,0.15,2,2,kate spade new york,flats/ballets,104
8222,1,0.23,2,2,mac duggal,gown,489
8261,1,0.2,2,2,theia,gown,697
10687,1,0.43,1,1,aidan mattox,gown,277
5049,1,0.28,3,3,versace jeans couture,sweatpants,277
2127,0.96,0.74,27,26,staud,shorts,130
47,0.92,0.48,13,12,black halo,cocktail dress,263
10421,0.92,0.78,12,11,saint laurent,ysl mp handbags wallets,228
10,0.9,0.58,10,9,st. john,dresses,697
7170,0.9,0.2,10,9,minnie rose,dresses,250
5919,0.89,0.26,9,8,lvir,shirting,154
8657,0.89,0.58,9,8,mother,flare,160
2680,0.88,0.2,8,7,canada goose,canada goose (outerwear),893
4617,0.88,0.22,8,7,sferra,dropship bed & bath,213
7046,0.88,0.68,8,7,comme des garcons play,sneakers (footwear),205
12981,0.88,0.65,8,7,xirena,blouse,129
2370,0.88,0.53,8,7,dolce&gabbana,dolce sunglasses,232
9064,0.88,0.62,8,7,surratt beauty,surratt lip,89
9814,0.88,0.07,8,7,isabel marant etoile,pants,333
12395,0.88,0.23,17,15,vince,pants,242
10114,0.88,0.38,8,7,hyperice,hyperice massage products,139
2760,0.88,0.67,8,7,chloe,wedges,483
7101,0.88,0.13,8,7,versace jeans couture,knits,228
3262,0.86,0.09,22,19,vella bioscience,vella wellness,235
2761,0.86,0.01,7,6,laura mercier,eyes,25
8587,0.86,0.13,7,6,grosche,dropship kitchenware,39
12621,0.86,0.04,7,6,busayo,dresses,368
2503,0.86,0.17,69,59,dr. martens,boots,46
548,0.86,0.52,7,6,bombas,design hosiery,81
8714,0.85,0.72,20,17,john varvatos star u.s.a.,john varvatos - star (rtw),69
10691,0.83,0.09,6,5,elie tahari,knit,137
12915,0.83,0.22,6,5,scotch & soda,dress,66
1078,0.83,0.63,6,5,mother,crop,851
2703,0.83,0.71,6,5,zimmermann,dresses,355
6450,0.83,0.5,6,5,joe's jeans,knit,174
10175,0.83,0.21,6,5,aje,blouse,277
7033,0.83,0.44,29,24,moncler,outerwear,1397
6540,0.83,0.22,6,5,alameda turquesa,alameda turquesa (handbags),417
12272,0.82,0.19,11,9,loeffler randall,headbands,46
3191,0.8,0.57,5,4,dries van noten,dresses,148
12019,0.8,0.46,5,4,swf,dresses,818
2218,0.8,0.62,10,8,aje,dresses,319
402,0.8,0.57,5,4,moncler,neutral rtw,364
13730,0.8,0.33,5,4,toteme,knits,371
12204,0.8,0.32,5,4,lilly pulitzer,tops (rtw),69
2052,0.8,0.15,5,4,alexanderwang.t,skirt,245
8935,0.8,0.19,5,4,trina turk,jumpsuit,202
6857,0.8,0.32,5,4,canada goose,canada goose (outerwear),228
3272,0.8,0.53,5,4,jimmy choo,high heel sandals,1015
10575,0.8,0.36,5,4,herve leger,dresses,483
9946,0.8,0.51,5,4,la doublej,bathing suit top,179
12479,0.8,0.24,5,4,gucci,mules,686
4557,0.8,0.21,15,12,lucky in love,skirt,62
5960,0.8,0.56,10,8,tod's,drivers,452
6013,0.8,0.53,5,4,robert graham,robert graham mens,174
12745,0.8,0.24,5,4,polo ralph lauren,polo knits,35
2510,0.79,0.45,39,31,michelle smith,dresses,697
12976,0.79,0.42,14,11,trina turk,jumpsuit,112
10588,0.78,0.51,9,7,alexanderwang.t,jumpsuit,236
11877,0.78,0.23,9,7,common projects,sneakers,326
6219,0.78,0.66,9,7,theory,dresses,242
13839,0.76,0.67,37,28,elie tahari,jacket,228
8268,0.76,0.74,33,25,andy & evan,swimwear,282
6840,0.75,0.4,4,3,sea,romper/coverall/overall,116
333,0.75,0.01,12,9,chiara boni la petite robe,1 pc bathing suit,214
11002,0.75,0.5,4,3,chiara boni la petite robe,1 pc bathing suit,214
11751,0.75,0.26,4,3,saks fifth avenue,cashmere sweaters,230
6663,0.75,0.5,4,3,kate spade new york,sneakers,90
11882,0.75,0.41,4,3,cinq a sept,dresses,277
4591,0.75,0.64,4,3,comme des garcons play,sneakers (footwear),287
3217,0.75,0.4,4,3,vella bioscience,vella wellness,420
6102,0.75,0.54,4,3,year of ours,tank,48
6392,0.75,0.49,4,3,year of ours,tank,48
419,0.75,0.21,4,3,david yurman,bracelets,287
7080,0.75,0.04,4,3,trina turk,cocktail dress,160
13692,0.75,0.57,8,6,corkcicle,dropship kitchenware,32
12043,0.75,0.52,4,3,theia,gown,907
4841,0.75,0.33,4,3,palm angels,knit,473
6731,0.75,0.35,4,3,generation love,jacket,256
4562,0.75,0.76,4,3,teri jon by rickie freeman,cocktail dress,89
3070,0.75,0.35,4,3,sea,dresses,315
13009,0.75,0.07,4,3,alice + olivia,dresses,277
9008,0.75,0.57,4,3,bernardo,shoes,132
13017,0.75,0.15,4,3,helmut lang,sweatshirt,207
2638,0.75,0.23,4,3,helmut lang,sweatshirt,200
4101,0.75,0.13,4,3,splendid,pants,305
2141,0.75,0.14,4,3,frame,wide leg denim,195
13767,0.75,0.71,4,3,moon boot,boots (footwear),116
841,0.73,0.29,11,8,by terry,byterry face (cosmetics),20
6325,0.73,0.5,26,19,giambattista valli,blouse,1176
4604,0.71,0.68,7,5,baby noomie,girl pajamas,35
4767,0.71,0.75,7,5,loeffler randall,headbands,46
8555,0.71,0.5,7,5,house of dorchester,candy and chocolate,21
4968,0.71,0.27,7,5,donna karan new york,tops,634
2651,0.71,0.05,7,5,appaman,boy tops,23
10474,0.71,0.62,51,36,burberry,lightweight scarves,100
6240,0.71,0.49,7,5,frame,flare,147
2451,0.71,0.4,14,10,cinq a sept,dresses,277
4814,0.71,0.25,7,5,linksoul,linksoul mens apparel,35
13776,0.71,0.23,14,10,purple brand,shorts,313
1027,0.71,0.42,7,5,etro,dresses,1722
473,0.7,0.65,10,7,ganni,drivers,298
10771,0.7,0.2,10,7,armani beauty,armaniface(cosmetics),518
5257,0.7,0.07,10,7,jason wu collection,evening dresses,4127
12235,0.69,0.09,13,9,casta?er,wedges,76
4830,0.69,0.56,26,18,basix,gown,413
229,0.68,0.45,73,50,classic prep,dress,53
3062,0.67,0.8,3,2,brandon blackwood,brandon blackwood handbags,210
9971,0.67,0.41,9,6,canali,canali trousers,298
4636,0.67,0.57,3,2,versace,sneakers (footwear),455
12779,0.67,0.53,3,2,sachin & babi,gown,578
11041,0.67,0.75,3,2,stine goya,knits,105
1297,0.67,0.37,3,2,carolina herrera,dresses,1813
12052,0.67,0.27,3,2,chiara boni la petite robe,evening stole/wrap,203
1029,0.67,0.37,3,2,frame,dresses,384
3149,0.67,0.11,3,2,frame,dresses,384
2645,0.67,0.56,3,2,stella mccartney kids,skirt,64
12247,0.67,0.73,6,4,sam.,outerwear,333
6588,0.67,0.11,3,2,hugo,clothing,90
4689,0.67,0.59,3,2,diptyque,figuier fragrance,42
1120,0.67,0.08,6,4,theory,knits,193
4749,0.67,0.71,3,2,lela rose,dresses,255
9792,0.67,0.26,3,2,alice + olivia,skirt,105
645,0.67,0.24,3,2,chanel,chanel no5 fragrance,39
2162,0.67,0.47,6,4,n:philanthropy,dresses,842
10497,0.67,0.45,3,2,balenciaga,balenciaga mp m clothing,633
12593,0.67,0.02,3,2,cinq a sept,pants,316
10939,0.67,0.22,6,4,birkenstock,slides,509
976,0.67,0.72,9,6,wacoal,control briefs /foundations,808
2167,0.67,0.22,3,2,mother,crop,163
11783,0.67,0.53,3,2,mother,crop,184
2514,0.67,0.58,3,2,ganni,blouse,601
10306,0.67,0.52,6,4,alice + olivia,dresses,658
6193,0.67,0.32,3,2,hermes,rouge hermes,264
2787,0.67,0.53,6,4,teri jon by rickie freeman,gown,112
13833,0.67,0.2,3,2,molton brown,molton brown (scentiments),25
13717,0.67,0.22,9,6,sea,knit,78
1077,0.67,0.13,6,4,salvatore ferragamo,flat sandals,129
6191,0.67,0.2,15,10,nambe,dropship serveware,9
2315,0.67,0.55,3,2,robert piguet,fracas,84
2321,0.67,0.47,3,2,polo ralph lauren,ralph lauren (leather goods),24
10005,0.67,0.34,6,4,a.l.c.,dresses,417
9987,0.67,0.74,3,2,tory burch,pants,230
4840,0.67,0.27,12,8,vilebrequin,vilebrequin (beachwear),189
6290,0.67,0.71,3,2,kobi halperin,dresses,246
7005,0.67,0.05,3,2,farm rio,dresses,215
11778,0.67,0.47,3,2,kenzo,boy bottoms,266
11994,0.67,0.33,3,2,hudson jeans,hudson (rtw),295
2537,0.67,0.08,3,2,polo ralph lauren,polo knits,53
8171,0.67,0.75,3,2,gucci,slides,273
4602,0.67,0.11,42,28,sam.,outerwear,277
942,0.67,0.06,3,2,spanx,spanx intimate apparel,55
5926,0.67,0.25,3,2,nambe,dropship serveware,56
11068,0.67,0.59,3,2,polo ralph lauren,tops,39
5955,0.67,0.05,6,4,amanda uprichard,dresses,182
8492,0.67,0.58,9,6,akris punto,jacket,1043
8494,0.67,0.38,3,2,splendid,boy 2pc/3pc set (rtw),38
12025,0.67,0.59,3,2,elie tahari,blouse,73
4835,0.67,0,3,2,yves saint laurent,ysleye(cosmetics),85
10334,0.67,0.17,9,6,brunello cucinelli,sweaters,93
7135,0.67,0.45,6,4,comme des garcons play,sneakers (footwear),105
10458,0.67,0.55,3,2,theia,cocktail dress,452
11879,0.67,0.31,3,2,polo ralph lauren,dress,53
64,0.67,0.76,3,2,new balance,sneakers (footwear),70
6849,0.67,0.36,3,2,zimmermann,skirt,1855
11737,0.67,0.04,3,2,farm rio,dresses,179
11056,0.67,0.4,3,2,chiara boni la petite robe,jacket,525
6564,0.67,0.79,3,2,see by chloe,flat sandals,158
12766,0.67,0.22,6,4,boss,hugo boss suits,557
2036,0.67,0.41,3,2,mariebelle,candy and chocolate,41
649,0.67,0.78,3,2,prada,sneakers (footwear),595
201,0.67,0.42,3,2,orlebar brown,orlebar brown (beachwear),417
6319,0.67,0.03,3,2,isaia,knits,298
6121,0.67,0.62,3,2,polo ralph lauren,polo woven,97
5136,0.67,0.23,3,2,re/done,shorts,130
8471,0.67,0.5,3,2,balenciaga,balenciaga mp shoes,595
6042,0.67,0.34,15,10,halston,gown,333
10998,0.67,0.61,15,10,halston,gown,333
12390,0.67,0.37,6,4,rag & bone,t-shirt,63
6109,0.67,0.48,3,2,self-portrait,dresses,410
10444,0.67,0.07,3,2,cinq a sept,dresses,277
12594,0.67,0.52,3,2,alice + olivia,t-shirt,137
3204,0.67,0.07,3,2,rick owens,outerwear,256
12546,0.67,0.24,3,2,rag & bone,skirt,296
6151,0.67,0.46,3,2,donni.,knits,251
5958,0.67,0.53,21,14,aidan by aidan mattox,gown,288
904,0.67,0.42,3,2,dolce&gabbana,sandals  (footwear),207
11773,0.67,0.42,3,2,michael aram,dropship michael aram (decor),60
3131,0.67,0.52,3,2,saint laurent,knit,763
487,0.67,0.29,3,2,ml monique lhuillier,cocktail dress,312
9995,0.67,0.06,3,2,clinique,clinique foundation (color),20
13687,0.67,0.08,3,2,dolce&gabbana,skirt,508
11782,0.67,0.61,3,2,prada,flip flops,574
2857,0.67,0.43,3,2,cult gaia,dresses,419
3005,0.67,0.1,3,2,cult gaia,dresses,419
6665,0.67,0.45,6,4,teri jon by rickie freeman,gown,532
10189,0.67,0.39,3,2,burberry,boots (footwear),679
12451,0.67,0.79,27,18,alexander mcqueen,sneakers,205
10063,0.67,0.52,3,2,lavish alice,cocktail dress,374
12601,0.67,0.02,9,6,mac duggal,gown,699
12375,0.67,0.11,3,2,tadashi shoji,cocktail dress,244
7040,0.67,0.75,3,2,gucci,dress slipon leather sole,616
6534,0.67,0.64,3,2,natori,pajamas,112
2722,0.67,0.45,3,2,weekend max mara,pants,179
11976,0.67,0.73,3,2,montblanc,montblanc cufflinks,200
11966,0.67,0.02,3,2,valentino garavani,valentino handbags,1323
8181,0.67,0.05,3,2,chanel,chanel foundation,32
4255,0.67,0.72,3,2,tadashi shoji,cocktail dress,174
6166,0.67,0.76,3,2,apparis,modern sleepwear,123
10569,0.67,0.79,3,2,veronica beard,blouse,279
10537,0.65,0.51,20,13,hudson jeans,wide leg denim,172
6593,0.64,0.56,11,7,bobbi brown,bobbibrowneyes,243
2927,0.64,0.38,14,9,larroude,high heel sandals,245
13869,0.64,0.25,14,9,norma kamali,gown,158
12799,0.64,0.3,11,7,la mer,la mer treatment,67
12241,0.64,0.84,11,7,kissy kissy,christening,161
4024,0.64,0.75,11,7,merlette,blouse,280
7004,0.63,0.12,8,5,dior,christian dior mens sunglasses,294
9977,0.63,0.86,30,19,frame,boot,186
1298,0.63,0.61,8,5,sol angeles,bottoms,43
6249,0.63,0.78,8,5,joe's jeans,knit,174
12748,0.63,0.66,27,17,la vie style house,day dress,595
2919,0.63,0.81,8,5,lamarque,jacket,473
10243,0.62,0.81,13,8,staud,dresses,116
8834,0.62,0.24,21,13,sundek,sundek (beachwear),48
2710,0.61,0.83,23,14,kate spade new york,dresses,244
12378,0.61,0.35,18,11,michael michael kors,dresses,298
8089,0.61,0.17,28,17,gottex swimwear,1 pc bathing suit,83
12196,0.6,0.7,5,3,barbour,outerwear,126
5068,0.6,0.24,5,3,skims,tops,48
10988,0.6,0.29,5,3,balmain,balmain cold weather,277
6467,0.6,0.38,5,3,frame,dresses,384
12646,0.6,0.27,5,3,ferragamo,sneakers,462
6719,0.6,0.82,20,12,new balance,sneakers (footwear),77
7911,0.6,0.38,5,3,burberry,socks,223
6472,0.6,0.04,5,3,staub,dropship kitchenware,199
12867,0.6,0.46,5,3,likely,cocktail dress,188
6782,0.6,0.74,10,6,gucci,gucci flora (frag),118
9960,0.6,0.77,5,3,chanel,chanel lips,32
4939,0.6,0.66,5,3,pitusa,long coverup (swimwear),204
10132,0.6,0.49,5,3,brunello cucinelli,espadrilles,525
4031,0.6,0.86,5,3,significant other,gown,200
6189,0.6,0.05,5,3,barefoot dreams,barefoot dreams (sleepwear),84
415,0.6,0.88,10,6,re/done,skinny,87
13010,0.6,0.31,10,6,swarovski,swarovski jewelry,48
6670,0.6,0.21,5,3,farm rio,dresses,165
9979,0.6,0.41,5,3,farm rio,dresses,165
8984,0.6,0.42,5,3,rag & bone,dresses,347
9779,0.6,0.03,50,30,splendid,knits,266
6566,0.6,0.71,5,3,mac duggal,cocktail dress,251
8624,0.6,0.56,5,3,likely,cocktail dress,174
10826,0.6,0.28,5,3,likely,cocktail dress,174
6114,0.6,0.26,83,50,valentino garavani,valentino handbags,1323
4593,0.6,0.74,5,3,jaxon lane,jaxon lane sunscreen,22
8364,0.6,0.51,5,3,alice + olivia,dresses,462
6688,0.58,0.89,12,7,alexanderwang.t,denim,193
3202,0.58,0.35,26,15,farm rio,dresses,165
11998,0.57,0.06,7,4,smeg,dropship kitchenware,154
13790,0.57,0.29,21,12,barbour,outerwear,126
5996,0.57,0.87,7,4,freecity,pants,104
10504,0.57,0.22,7,4,sam edelman,high heel sandals,119
10315,0.57,0.72,7,4,chanel,chanel lips,28
2988,0.57,0.27,14,8,mother,crop,641
7188,0.57,0.55,14,8,lucky in love,skirt,474
977,0.57,0.11,7,4,sorel,girl shoes,63
1050,0.57,0.28,7,4,patbo,dresses,473
3982,0.57,0.09,7,4,johnny was,t-shirt,69
7077,0.57,0.03,21,12,lavish alice,cocktail dress,119
12020,0.57,0.6,7,4,freedom moses,flat sandals,35
8460,0.57,0.3,7,4,amiri,denim,763
4151,0.57,0.33,7,4,michael michael kors,dresses,193
5147,0.57,0.82,7,4,michael michael kors,dresses,193
4942,0.57,0.25,21,12,farm rio,flat sandals,168
6642,0.56,0.27,9,5,hatley,2pc/3pc set (rtw),27
1144,0.56,0.26,9,5,workman publishing,games/activity kits/puzzles,8
254,0.56,0.37,9,5,ganni,dresses,347
3033,0.56,0.44,9,5,badgley mischka,gown,833
2616,0.55,0.1,33,18,melissa odabash,bathing suit top,81
2352,0.55,0.77,38,21,sam.,outerwear,277
10702,0.54,0.6,82,44,gestuz,dresses,211
2045,0.53,0.11,15,8,melissa odabash,pareo (rtw),85
3101,0.53,0.88,15,8,sam.,outerwear,277
215,0.53,0.01,19,10,loeffler randall,slides,175
36,0.52,0.08,46,24,generation love,knits,223
8860,0.52,0.53,21,11,dress the population,gown,81
10456,0.52,0.57,27,14,badgley mischka,gown,525
5180,0.5,0.24,2,1,smeg,dropship kitchenware,154
4266,0.5,0.16,2,1,cellcosmet switzerland,face cellcosmet,284
7209,0.5,0.62,8,4,thom browne,slippers (footwear),315
5135,0.5,0.65,2,1,giambattista valli,dresses,2471
5247,0.5,0.6,24,12,vineyard vines,vineyard vines apparel,35
1267,0.5,0.78,2,1,tory burch,high heel sandals,230
11026,0.5,0.42,2,1,akris punto,pants,417
13723,0.5,0.47,2,1,ramy brook,dresses,347
5063,0.5,0.56,2,1,alexandre birman,high heel sandals,525
9063,0.5,0.17,2,1,adidas by stella mccartney,slides,49
10415,0.5,0.37,4,2,aidan mattox,gown,277
10670,0.5,0.68,2,1,a.l.c.,blouse,165
12673,0.5,0.82,2,1,gucci,gucci guilty mens (fragrance),84
1095,0.5,0.48,4,2,graphic image,music,25
2294,0.5,0.83,4,2,simkhai,dresses,312
2575,0.5,0.14,2,1,moussy vintage,skinny,252
4162,0.5,0.38,2,1,sam edelman,tall shaft boots,175
6167,0.5,0.11,2,1,veronica beard,knit,277
12432,0.5,0.66,2,1,gucci,sneakers,504
430,0.5,0.36,2,1,nancy gonzalez,messenger (handbags),665
6798,0.5,0.45,8,4,alexander mcqueen,sneakers,518
2037,0.5,0.26,2,1,marchesa notte,cocktail dress,417
2814,0.5,0.5,2,1,junya watanabe,t-shirt,263
